accuracy,macro_f1,macro_recall,macro_precision,macro_auc_ovr,model
0.746,0.7467720919213456,0.7471776589423648,0.7465428428203489,0.8939858639068472,logistic
0.736,0.7339070043658555,0.7374925727866904,0.7322661644695542,0.893098677734323,extratrees
0.716,0.715392733303181,0.7174093879976233,0.713970588235294,0.8900265162600545,rf
