accuracy,macro_f1,macro_recall,macro_precision,macro_auc_ovr,model
0.83,0.8305173047208445,0.8308377896613192,0.8305247730601981,0.9430318106437509,logistic
0.71,0.7095821671644661,0.7115270350564469,0.7083128293353242,0.8837108574773193,rf
0.674,0.6732098558185514,0.6754604872251931,0.672383592611407,0.8539457791257615,extratrees
