accuracy,f1,recall,precision,auc,cv_auc,model
0.812,0.8297101449275363,0.7762711864406779,0.8910505836575876,0.9016287722199255,0.8946419733089245,logistic
0.818,0.8455008488964346,0.8440677966101695,0.8469387755102041,0.892517569243489,0.882921769924787,rf
0.814,0.8421052631578947,0.8406779661016949,0.8435374149659864,0.8840677966101693,0.8671777247010646,extratrees
